4.009999988539376226e+00,4.009999999228174516e+00,6.672123842871888755e-01
4.019999190035254522e+00,4.019998375387046075e+00,6.659984943731152018e-01
4.029997084492284998e+00,4.029994055255437857e+00,6.648097106845480830e-01
4.039993157314060390e+00,4.039985975931783102e+00,6.636462467010316724e-01
4.049986900775485843e+00,4.049973087726231213e+00,6.625081661695774171e-01
4.059977815453522432e+00,4.059954356967755196e+00,6.613953561997427677e-01
4.069965411605148908e+00,4.069928768704370370e+00,6.603075582052007064e-01
4.079949210482126887e+00,4.079895329276077121e+00,6.592444343374846971e-01
4.089928745573057967e+00,4.089853068741965636e+00,6.582056307225738756e-01
4.099903563764230263e+00,4.099801043144969626e+00,6.571908162587827285e-01
4.109873226411884239e+00,4.109738336600019970e+00,6.561996978068688202e-01
4.119837310319724999e+00,4.119664063193759773e+00,6.552320213093405510e-01
4.129795408616742769e+00,4.129577368686506489e+00,6.542875670752993367e-01
4.139747131531702706e+00,4.139477432009688762e+00,6.533661437384364890e-01
4.149692107061917490e+00,4.149363466554553348e+00,6.524675826643090426e-01
4.159629981535165832e+00,4.159234721250427036e+00,6.515917332088896341e-01
4.169560420064835071e+00,4.169090481433209483e+00,6.507384587107819529e-01
4.179483106899485989e+00,4.178930069507029721e+00,6.499076329859013734e-01
4.189397745669096729e+00,4.188752845404062342e+00,6.490991371370963270e-01
4.199304059531196565e+00,4.198558206849377861e+00,6.483128565806951515e-01
4.209201791220949396e+00,4.208345589439332457e+00,6.475486782832609034e-01
4.219090703009977794e+00,4.218114466543408270e+00,6.468064882791161319e-01
4.228970576579345497e+00,4.227864349040578062e+00,6.460861695957111905e-01
4.238841212812594961e+00,4.237594784902171341e+00,6.453876007439509621e-01
4.248702431515138933e+00,4.247305358633900241e+00,6.447106549256391705e-01
4.258554071066555480e+00,4.256995690590147596e+00,6.440552000608251726e-01
4.268395988012501086e+00,4.266665436173854964e+00,6.434210996408233907e-01
4.278228056603017748e+00,4.276314284935372356e+00,6.428082142818520861e-01
4.288050168283974450e+00,4.285941959583521310e+00,6.422164037248789814e-01
4.297862231148276813e+00,4.295548214921795172e+00,6.416455289507921878e-01
4.307664169353283334e+00,4.305132836722223466e+00,6.410954541179848531e-01
4.317455922510633037e+00,4.314695640548874778e+00,6.405660482820710877e-01
4.327237445054390008e+00,4.324236470542348165e+00,6.400571876376978109e-01
4.337008705593071944e+00,4.333755198175909484e+00,6.395687618106931094e-01
4.346769686250766540e+00,4.343251720993173137e+00,6.391007023104354756e-01
4.356520382002149638e+00,4.352725961336456173e+00,6.386531875296901362e-01
4.366260800005816733e+00,4.362177865074116312e+00,6.382292423162536643e-01
4.375990958939939723e+00,4.371607400334395876e+00,6.378326947135837255e-01
4.385710888343835379e+00,4.381014556252479153e+00,6.374572322855744932e-01
4.395420627968650074e+00,4.390399341736694439e+00,6.371014700995063507e-01
4.405120227139963873e+00,4.399761784259041519e+00,6.367651110526166836e-01
4.414809744134740477e+00,4.409101928674489912e+00,6.364479713915093262e-01
4.424489245574696028e+00,4.418419836072819074e+00,6.361498948142209064e-01
4.434158805837818740e+00,4.427715582666121641e+00,6.358707376549858070e-01
4.443818506489457754e+00,4.436989258714493900e+00,6.356103654961896554e-01
4.453468435734106556e+00,4.446240967491890572e+00,6.353686523963884003e-01
4.463108687888730053e+00,4.455470824293604970e+00,6.351454808631806781e-01
4.472739362878253466e+00,4.464678955486395040e+00,6.349407421437095467e-01
4.482360565753598536e+00,4.473865497601843266e+00,6.347543367808976544e-01
4.491972406232457971e+00,4.483030596473195573e+00,6.345861754839047242e-01
4.501574998262822369e+00,4.492174406415578858e+00,7.086906232381228188e-01
4.511168459609127268e+00,4.501297089449227684e+00,7.072459488418640916e-01
4.520752911460734325e+00,4.510398814565107273e+00,7.058207405268840384e-01
4.530328478062376263e+00,4.519479757032096146e+00,7.044151931243954889e-01
4.539895286366060212e+00,4.528540097744743420e+00,7.030295587984919381e-01
4.549453465703880539e+00,4.537580022610444352e+00,7.016639936978631420e-01
4.559003147481095475e+00,4.546599721974774688e+00,7.003183651904959506e-01
4.568544464888787182e+00,4.555599390083639122e+00,6.989922058573927455e-01
4.578077552635374303e+00,4.564579224580800343e+00,6.976848695302464431e-01
4.587602546696227357e+00,4.573539426039324951e+00,6.963957195448658988e-01
4.597119584080601840e+00,4.582480197525447885e+00,6.951242199185720949e-01
4.606628802615108320e+00,4.591401744193327694e+00,6.938699437989732655e-01
4.616130340742916616e+00,4.600304272909180092e+00,6.926325510524874440e-01
4.625624337337916891e+00,4.609187991903285209e+00,6.914117634500206444e-01
4.635110931533044543e+00,4.618053110448365750e+00,6.902073455689208270e-01
4.644590262562004135e+00,4.626899838562885670e+00,6.890190916169036672e-01
4.654062469613635677e+00,4.635728386737833162e+00,6.878468166035751619e-01
4.663527691698193145e+00,4.644538965685612197e+00,6.866903503917853868e-01
4.672986067524817599e+00,4.653331786109687229e+00,6.855495336070903667e-01
4.682437735389521016e+00,4.662107058493696776e+00,6.844242147650602126e-01
4.691882833073021786e+00,4.670864992908790647e+00,6.833142482371465931e-01
4.701321497747786182e+00,4.679605798838000652e+00,6.822194928392614210e-01
4.710753865893680725e+00,4.688329685016506154e+00,6.811398109230434317e-01
4.720180073221647454e+00,4.697036859286715327e+00,6.800750679007158128e-01
4.729600254604855003e+00,4.705727528467135379e+00,6.790251321570388576e-01
4.739014544016796115e+00,4.714401898234048538e+00,6.779898753082270746e-01
4.748423074475844885e+00,4.723060173015084295e+00,6.769691727673311510e-01
4.757825977995796762e+00,4.731702555893809503e+00,6.759629045748358767e-01
4.767223385541952574e+00,4.740329248524516537e+00,6.749709564553212360e-01
4.776615426992329994e+00,4.748940451056448353e+00,6.739932210656919276e-01
4.786002231103612559e+00,4.757536362066725033e+00,6.730295994034254381e-01
4.795383925481464082e+00,4.766117178501299456e+00,6.720800023367312637e-01
4.804760636554871844e+00,4.774683095623309725e+00,6.711443521901366838e-01
