3.009999991515750040e+00,3.009999999999999787e+00,7.955986871856091103e-01
3.019998943892496346e+00,3.020000000000000018e+00,7.947723281005956153e-01
3.029996170470863781e+00,3.029999999999999805e+00,7.939976691917298712e-01
3.039990990765819578e+00,3.040000000000000036e+00,7.932744893366220351e-01
3.049982731702590932e+00,3.049999999999999822e+00,7.926015625864278880e-01
3.059970728799862982e+00,3.059899999999999842e+00,7.919833285050373872e-01
3.069954405086875671e+00,3.069799999999999862e+00,7.914115029204740193e-01
3.079933174869077916e+00,3.079699999999999882e+00,7.908851204580735761e-01
3.089906453166469724e+00,3.089599999999999902e+00,7.904035077387859820e-01
3.099873660822758392e+00,3.099499999999999922e+00,7.899662092289077009e-01
3.109834227600464018e+00,3.109300000000000175e+00,7.895766867872785477e-01
3.119787682511051763e+00,3.119099999999999984e+00,7.892301553130791625e-01
3.129733551286286275e+00,3.128899999999999793e+00,7.889266158199134127e-01
3.139671361724367227e+00,3.138599999999999834e+00,7.886687161524241763e-01
3.149600740102517005e+00,3.148299999999999876e+00,7.884536620129056761e-01
3.159521306459200041e+00,3.157900000000000151e+00,7.882839577603504289e-01
3.169432775029779936e+00,3.167499999999999982e+00,7.881584192274266876e-01
3.179334848549665526e+00,3.177099999999999813e+00,7.880776223490466581e-01
3.189227223728053229e+00,3.186599999999999877e+00,7.880406870892946447e-01
3.199109694153889905e+00,3.196099999999999941e+00,7.880449119307048056e-01
3.208982041032928834e+00,3.205499999999999794e+00,7.880883863720705707e-01
3.218844138753516937e+00,3.214900000000000091e+00,7.881701421307486521e-01
3.228695844287932104e+00,3.224200000000000177e+00,7.882880796660777234e-01
3.238537104933072452e+00,3.233499999999999819e+00,7.884422554471010036e-01
3.248367846229292866e+00,3.242700000000000138e+00,7.886297768926719964e-01
3.258188081597456431e+00,3.251900000000000013e+00,7.888514380074429511e-01
3.267997798767428907e+00,3.261000000000000121e+00,7.891036271831602944e-01
3.277797071128881523e+00,3.270099999999999785e+00,7.893879630675113557e-01
3.287585942726010124e+00,3.279100000000000126e+00,7.897002287890404482e-01
